"Comparison","Taxon","species","average","overall","sd","ratio","ava","avb","ord","cusum","p"
"2014_2021","Conochilus","Conochilus",0.0541032301043103,0.478395158412629,0.0456034104047067,1.18638561511457,0.254432235838418,0.23062871039071,3,0.48252727734834,0.305
"2014_2021","Kellicottia","Kellicottia",0.0502439028927495,0.478395158412629,0.0461383038962666,1.08898461039473,0.270211164736818,0.134901666793164,2,0.618196233615947,0.726
"2014_2021","Ascomorpha","Ascomorpha",0.0483845824082344,0.478395158412629,0.0408653577232142,1.18399997220014,0.247333432143487,0,10,0.81967996316001,0.002
"2014_2021","Keratella","Keratella",0.0431091280099878,0.478395158412629,0.0316612707176065,1.36157289435687,0.418484321797298,0.396645297248365,4,0.55038536331122,0.899
"2014_2021","Nauplii","Nauplii",0.0349978698701919,0.478395158412629,0.0230709720047881,1.51696555580443,0.462608751769756,0.48657988033373,11,0.319258488969821,0.623
"2014_2021","Bosmina","Bosmina",0.0324629797837899,0.478395158412629,0.027598716254597,1.17624963003062,0.0858952777867214,0.183614487643338,6,0.409370454469281,0.138
"2014_2021","Cyclopoida","Cyclopoida",0.0324403920415281,0.478395158412629,0.0206404654476923,1.57168897783529,0.229274083673488,0.378402064238422,7,0.218119124247193,0.09
"2014_2021","Polyarthra","Polyarthra",0.028344751502426,0.478395158412629,0.0270029448719082,1.04969112209364,0.147348846094795,0.131253568760829,8,0.677445895749814,0.738
"2014_2021","Conochiloides","Conochiloides",0.0257747628026217,0.478395158412629,0.0237327709558568,1.08604102110803,0,0.133215387348759,15,0.992357332801147,0.047
"2014_2021","Daphnia","Daphnia",0.0216011468711903,0.478395158412629,0.015403939452105,1.4023131510192,0.168833707652749,0.111514945766216,5,0.113093180716609,0.612
"2014_2023","Conochilus","Conochilus",0.0604956817616584,0.492130256949174,0.0495350462251861,1.22127032014153,0.254432235838418,0.316835591449292,3,0.525076117660545,0.133
"2014_2023","Kellicottia","Kellicottia",0.0580467750538654,0.492130256949174,0.0511517592593209,1.1347952816166,0.270211164736818,0.152190557776558,4,0.669143159141374,0.363
"2014_2023","Keratella","Keratella",0.0546631584307498,0.492130256949174,0.035653721748511,1.53316836924697,0.418484321797298,0.293562518745821,2,0.599696982085303,0.228
"2014_2023","Ascomorpha","Ascomorpha",0.047044830680902,0.492130256949174,0.0414962601015569,1.13371254579969,0.247333432143487,0.0215127117645412,1,0.851999897519255,0.02
"2014_2023","Nauplii","Nauplii",0.0381553987749833,0.492130256949174,0.0267066311594379,1.42868632689749,0.462608751769756,0.476483492611539,6,0.351950754501489,0.383
"2014_2023","Cyclopoida","Cyclopoida",0.0367231851831253,0.492130256949174,0.0255856484559372,1.43530406299332,0.229274083673488,0.33839030119054,7,0.240876180933063,0.051
"2014_2023","Bosmina","Bosmina",0.0341765649587422,0.492130256949174,0.0472855342161264,0.722769987170547,0.0858952777867214,0.146032566099132,11,0.447545020484125,0.129
"2014_2023","Conochiloides","Conochiloides",0.0243135114271032,0.492130256949174,0.0324548832073435,0.749148017935305,0,0.119404316948794,15,1,0.152
"2014_2023","Polyarthra","Polyarthra",0.0229034222653452,0.492130256949174,0.0233194883121005,0.982158011308531,0.147348846094795,0.132698222647032,19,0.718547785424318,0.933
"2014_2023","Chydorus","Chydorus",0.0214293066077472,0.492130256949174,0.0318241604542146,0.67336596792797,0.1050589634016,0,10,0.808631108380157,0.014
"2015_2016","Keratella","Keratella",0.0439450621648831,0.357760288831349,0.0326872861498069,1.34440840281085,0.503874786191788,0.505714834656001,11,0.67983296786264,0.866
"2015_2016","Conochilus","Conochilus",0.0429423959268131,0.357760288831349,0.035812584008449,1.19908677677886,0.182368413453782,0.166785316853785,7,0.58307779268874,0.872
"2015_2016","Nauplii","Nauplii",0.042391230391933,0.357760288831349,0.0363022541920769,1.16772997532437,0.469497983373569,0.479559753222143,3,0.361355613016548,0.14
"2015_2016","Polyarthra","Polyarthra",0.0417785767635116,0.357760288831349,0.0334327120928953,1.24963169746524,0.200679972626417,0.164657304917457,1,0.814554114555042,0.013
"2015_2016","Kellicottia","Kellicottia",0.0375448142763278,0.357760288831349,0.0430761078175938,0.871592541167176,0.334899629787332,0.292469653132273,14,0.755946085928526,0.99
"2015_2016","Ascomorpha","Ascomorpha",0.0346151594161424,0.357760288831349,0.0273215074183989,1.26695642689289,0.151317627588483,0.116642338515136,12,0.930774365754335,0.107
"2015_2016","Ceriodaphnia","Ceriodaphnia",0.0272302511031059,0.357760288831349,0.0378350344595371,0.719709959091683,0.0188361117438088,0.129814933349971,13,0.983657946885491,0.237
"2015_2016","Daphnia","Daphnia",0.0209676252492581,0.357760288831349,0.0152484049713559,1.37507006723955,0.128724918375338,0.0890709202376659,6,0.122833817885247,0.712
"2015_2016","Cyclopoida","Cyclopoida",0.0203592150684574,0.357760288831349,0.0141509575224454,1.43871642863494,0.269838310766169,0.300548082684498,5,0.242865015498285,0.926
"2015_2016","Diaptomus","Diaptomus",0.0108617806533402,0.357760288831349,0.0100168117642158,1.08435507315241,0.0524507957555169,0.0272597742908872,15,1,0.115
"2015_2019","Kellicottia","Kellicottia",0.0699370994799588,0.449526764740416,0.0447598698325345,1.56249559575626,0.334899629787332,0.484826258816067,20,0.664461776885738,0.03
"2015_2019","Keratella","Keratella",0.0564373263191837,0.449526764740416,0.040099287148155,1.40743964127503,0.503874786191788,0.31227359438118,11,0.603117407445317,0.134
"2015_2019","Nauplii","Nauplii",0.0406173736096144,0.449526764740416,0.0351485396360103,1.15559206812681,0.469497983373569,0.454241643257532,3,0.371483552275665,0.234
"2015_2019","Conochilus","Conochilus",0.0400215052191549,0.449526764740416,0.0316821323313917,1.26322006361612,0.182368413453782,0.18047117732188,8,0.537018249663399,0.942
"2015_2019","Polyarthra","Polyarthra",0.0343907717498373,0.449526764740416,0.0290322010600922,1.18457335283169,0.200679972626417,0.111572163626995,1,0.715386968301636,0.263
"2015_2019","Ascomorpha","Ascomorpha",0.0297133405497716,0.449526764740416,0.024717331393349,1.20212575042656,0.151317627588483,0,2,0.847034766442502,0.334
"2015_2019","Gastropus","Gastropus",0.0275759359295933,0.449526764740416,0.0293005475695391,0.941140634459041,0,0.138896092010177,18,0.994314789997983,0.055
"2015_2019","Daphnia","Daphnia",0.0228922365409753,0.449526764740416,0.0195228497103758,1.1725868344317,0.128724918375338,0.16436457132988,7,0.155579389183522,0.435
"2015_2019","Calanoida","Calanoida",0.0207232427583808,0.449526764740416,0.0151396663422097,1.36880445644988,0,0.10343647795729,13,0.975688604064526,0.001
"2015_2019","Ceriodaphnia","Ceriodaphnia",0.0195541262700348,0.449526764740416,0.0285728870086196,0.684359486114787,0.0188361117438088,0.0984259413006293,16,0.930028676852943,0.702
"2015_2020","Keratella","Keratella",0.0623051310710237,0.49969478319476,0.0435889719748621,1.4293783094255,0.503874786191788,0.285169668747016,20,0.5520459800754,0.035
"2015_2020","Kellicottia","Kellicottia",0.051355012624775,0.49969478319476,0.0525443270486769,0.977365502791573,0.334899629787332,0.0963314183773063,19,0.611991947759129,0.663
"2015_2020","Conochilus","Conochilus",0.0472609904215827,0.49969478319476,0.032400538203953,1.45864831392883,0.182368413453782,0.211569510284846,3,0.477829455996748,0.685
"2015_2020","Polyarthra","Polyarthra",0.0398043271881641,0.49969478319476,0.033078510408746,1.20332888924889,0.200679972626417,0.123263035848824,11,0.67046558042471,0.067
"2015_2020","Nauplii","Nauplii",0.0380434251128194,0.49969478319476,0.0344980411199915,1.10277058863998,0.469497983373569,0.53596889941635,5,0.322038851573644,0.389
"2015_2020","Gastropus","Gastropus",0.0370856099089507,0.49969478319476,0.0287252544806732,1.29104547825338,0,0.180680080997526,10,0.9980704418091,0.001
"2015_2020","Conochiloides","Conochiloides",0.0299546873251214,0.49969478319476,0.031451295136927,0.952415065729729,0,0.150833065558096,13,0.991981626463306,0.008
"2015_2020","Ascomorpha","Ascomorpha",0.0292189691974373,0.49969478319476,0.0242847575693944,1.20318142414818,0.151317627588483,0,2,0.83013158447903,0.35
"2015_2020","Daphnia","Daphnia",0.0271278423754186,0.49969478319476,0.0220957904573114,1.22773803579596,0.128724918375338,0.191713915630978,6,0.124686374896053,0.103
"2015_2020","Ceriodaphnia","Ceriodaphnia",0.0263972943087602,0.49969478319476,0.0249460625705249,1.0581747814563,0.0188361117438088,0.13431501949146,16,0.938268558849152,0.269
"2015_2021","Keratella","Keratella",0.0505923210766009,0.46001946117613,0.0395857190251516,1.27804476772182,0.503874786191788,0.396645297248365,4,0.583375880061123,0.453
"2015_2021","Kellicottia","Kellicottia",0.0491891232015607,0.46001946117613,0.0528829611963814,0.930150696722455,0.334899629787332,0.134901666793164,11,0.648074430542755,0.751
"2015_2021","Conochilus","Conochilus",0.0481296499117686,0.46001946117613,0.0369489182003501,1.30259970402361,0.182368413453782,0.23062871039071,8,0.507953222811825,0.614
"2015_2021","Nauplii","Nauplii",0.045412480985025,0.46001946117613,0.0369022897218471,1.23061417942691,0.469497983373569,0.48657988033373,5,0.32153225390023,0.067
"2015_2021","Polyarthra","Polyarthra",0.0403447926856193,0.46001946117613,0.0352572552389157,1.14429760377626,0.200679972626417,0.131253568760829,2,0.711016274207302,0.049
"2015_2021","Bosmina","Bosmina",0.0346958901482938,0.46001946117613,0.031863700077004,1.08888453206769,0.0218363987189452,0.183614487643338,3,0.420250862171539,0.087
"2015_2021","Ascomorpha","Ascomorpha",0.0297625923314373,0.46001946117613,0.0247701610020403,1.20155021717403,0.151317627588483,0,14,0.847271323997407,0.339
"2015_2021","Cyclopoida","Cyclopoida",0.0289544730079971,0.46001946117613,0.0203991651536838,1.41939499924919,0.269838310766169,0.378402064238422,7,0.216907006549355,0.282
"2015_2021","Conochiloides","Conochiloides",0.0267424773240185,0.46001946117613,0.0247281152878168,1.08146039488882,0,0.133215387348759,18,0.993298352670227,0.035
"2015_2021","Daphnia","Daphnia",0.0217997010100555,0.46001946117613,0.0158775019396733,1.37299312529664,0.128724918375338,0.111514945766216,6,0.109978653831844,0.594
"2015_2023","Keratella","Keratella",0.0663131838718449,0.485440683295153,0.0479508257210323,1.38294143791477,0.503874786191788,0.293562518745821,2,0.639011286276256,0.018
"2015_2023","Kellicottia","Kellicottia",0.0630433282616378,0.485440683295153,0.050312238485686,1.2530416089432,0.334899629787332,0.152190557776558,4,0.701993276653449,0.229
"2015_2023","Conochilus","Conochilus",0.0579367322551898,0.485440683295153,0.0463866432493107,1.24899600826474,0.182368413453782,0.316835591449292,8,0.564545176766394,0.224
"2015_2023","Nauplii","Nauplii",0.0487412722037601,0.485440683295153,0.0403873424305102,1.20684524582482,0.469497983373569,0.476483492611539,5,0.385821071108695,0.058
"2015_2023","Polyarthra","Polyarthra",0.0380186797680286,0.485440683295153,0.031698180545099,1.19939627809038,0.200679972626417,0.132698222647032,11,0.762879691005942,0.154
"2015_2023","Cyclopoida","Cyclopoida",0.0361488790827989,0.485440683295153,0.0253238397171121,1.42746437691169,0.269838310766169,0.33839030119054,7,0.266472334488769,0.052
"2015_2023","Bosmina","Bosmina",0.0305740204439934,0.485440683295153,0.0538110520494998,0.568173623810011,0.0218363987189452,0.146032566099132,3,0.486227307917909,0.237
"2015_2023","Ascomorpha","Ascomorpha",0.0295567425866662,0.485440683295153,0.0231910664338117,1.27448828931703,0.151317627588483,0.0215127117645412,20,0.882475065485636,0.373
"2015_2023","Conochiloides","Conochiloides",0.0252801613513948,0.485440683295153,0.033852637849532,0.746770797116607,0,0.119404316948794,15,1,0.13
"2015_2023","Daphnia","Daphnia",0.0192463498236358,0.485440683295153,0.0141679114370276,1.35844650844837,0.128724918375338,0.0895665884259459,6,0.136604092227527,0.812
"2016_2019","Kellicottia","Kellicottia",0.064597693646715,0.451457993310398,0.0395511358401866,1.63327025316627,0.292469653132273,0.484826258816067,20,0.645372945860322,0.088
"2016_2019","Keratella","Keratella",0.0551923058600322,0.451457993310398,0.0375551791770898,1.46963234018337,0.505714834656001,0.31227359438118,8,0.584495145020465,0.139
"2016_2019","Conochilus","Conochilus",0.0452248399160699,0.451457993310398,0.0418422434906538,1.08084166008383,0.166785316853785,0.18047117732188,14,0.517564278256241,0.808
"2016_2019","Nauplii","Nauplii",0.0352865579027571,0.451457993310398,0.0254710678972135,1.38535840134985,0.479559753222143,0.454241643257532,5,0.365515378768278,0.608
"2016_2019","Ceriodaphnia","Ceriodaphnia",0.033357133145133,0.451457993310398,0.0373292533515456,0.893592294252299,0.129814933349971,0.0984259413006293,12,0.933723853409857,0.014
"2016_2019","Polyarthra","Polyarthra",0.0302164747999022,0.451457993310398,0.0217041952789793,1.39219512225672,0.164657304917457,0.111572163626995,2,0.698449968197517,0.617
"2016_2019","Gastropus","Gastropus",0.0274837698043119,0.451457993310398,0.0290877283272911,0.944857896603968,0,0.138896092010177,13,0.996525563779934,0.032
"2016_2019","Cyclopoida","Cyclopoida",0.0239620459952412,0.451457993310398,0.0170814333556483,1.40281236921594,0.300548082684498,0.236436355624204,6,0.265340300275481,0.726
"2016_2019","Daphnia","Daphnia",0.0233766670061921,0.451457993310398,0.0204182476401051,1.14489095333902,0.0890709202376659,0.16436457132988,7,0.143086831120301,0.365
"2016_2019","Ascomorpha","Ascomorpha",0.0230744181682687,0.451457993310398,0.0329389093001582,0.700521621951759,0.116642338515136,0,17,0.847086979668973,0.713
"2016_2020","Keratella","Keratella",0.0612710720880413,0.483427104397572,0.0412718899956766,1.48457151088694,0.505714834656001,0.285169668747016,14,0.538186290842146,0.038
"2016_2020","Conochilus","Conochilus",0.049710668040302,0.483427104397572,0.0444746990317604,1.11772916113052,0.166785316853785,0.211569510284846,8,0.466095868452022,0.552
"2016_2020","Kellicottia","Kellicottia",0.0423732841114341,0.483427104397572,0.0229786784967039,1.84402615309284,0.292469653132273,0.0963314183773063,3,0.600576537385333,0.932
"2016_2020","Gastropus","Gastropus",0.0369530730453084,0.483427104397572,0.0284482744183454,1.29895657296804,0,0.180680080997526,10,0.997097287332485,0.001
"2016_2020","Polyarthra","Polyarthra",0.0350152787723467,0.483427104397572,0.0293304737421049,1.19381906614352,0.164657304917457,0.123263035848824,19,0.662332684019905,0.257
"2016_2020","Ceriodaphnia","Ceriodaphnia",0.0348504641508553,0.483427104397572,0.031893234215798,1.09272279866782,0.129814933349971,0.13431501949146,12,0.933859717404217,0.015
"2016_2020","Nauplii","Nauplii",0.0301611362290235,0.483427104397572,0.0245836988930722,1.22687543319704,0.479559753222143,0.53596889941635,7,0.317224712567332,0.898
"2016_2020","Conochiloides","Conochiloides",0.0298545951463033,0.483427104397572,0.0312151555394645,0.956413467444009,0,0.150833065558096,18,0.991794102298709,0.01
"2016_2020","Daphnia","Daphnia",0.0290248312076192,0.483427104397572,0.0226995795920055,1.27865060628001,0.0890709202376659,0.191713915630978,6,0.126743146031075,0.026
"2016_2020","Cyclopoida","Cyclopoida",0.0264262890529102,0.483427104397572,0.0291887839569328,0.905357656965133,0.300548082684498,0.354030304156497,5,0.22957285414653,0.431
"2016_2021","Conochilus","Conochilus",0.0520618611788497,0.446310463290936,0.046883108514107,1.11046094913234,0.166785316853785,0.23062871039071,8,0.484121901851488,0.418
"2016_2021","Keratella","Keratella",0.0490448757384434,0.446310463290936,0.0365921594011577,1.34031105409132,0.505714834656001,0.396645297248365,4,0.562431567740053,0.546
"2016_2021","Nauplii","Nauplii",0.039474406839316,0.446310463290936,0.0277352208922481,1.42325914737348,0.479559753222143,0.48657988033373,3,0.314985095173465,0.315
"2016_2021","Kellicottia","Kellicottia",0.0394496146995202,0.446310463290936,0.0241063706679141,1.6364808806341,0.292469653132273,0.134901666793164,14,0.626938780718697,0.981
"2016_2021","Polyarthra","Polyarthra",0.0360379118484977,0.446310463290936,0.0311111753761811,1.15835905949373,0.164657304917457,0.131253568760829,2,0.687212467561514,0.164
"2016_2021","Bosmina","Bosmina",0.0349504232628838,0.446310463290936,0.0321279702201093,1.08785033799016,0.019679066747699,0.183614487643338,7,0.403375616893778,0.038
"2016_2021","Ceriodaphnia","Ceriodaphnia",0.0287902441101057,0.446310463290936,0.0320908301958856,0.897148622655358,0.129814933349971,0.0707773356281181,9,0.946251663418289,0.151
"2016_2021","Cyclopoida","Cyclopoida",0.0269007770990705,0.446310463290936,0.0188866333364916,1.42432886898347,0.300548082684498,0.378402064238422,6,0.22653902436382,0.414
"2016_2021","Conochiloides","Conochiloides",0.0266509316328266,0.446310463290936,0.0245318927612925,1.08637893912848,0,0.133215387348759,18,0.995311331959694,0.036
"2016_2021","Ascomorpha","Ascomorpha",0.0231129288345194,0.446310463290936,0.0330072856682902,0.700237186019925,0.116642338515136,0,1,0.844286802003353,0.696
"2016_2023","Keratella","Keratella",0.0665817385139667,0.482024039335784,0.0433175027170758,1.53706318087723,0.505714834656001,0.293562518745821,8,0.611538282571011,0.008
"2016_2023","Conochilus","Conochilus",0.0641168947992747,0.482024039335784,0.0526512901889773,1.21776493166919,0.166785316853785,0.316835591449292,2,0.540326917654983,0.068
"2016_2023","Kellicottia","Kellicottia",0.0515844045784455,0.482024039335784,0.0253069277130897,2.03835112516499,0.292469653132273,0.152190557776558,4,0.675794572794777,0.621
"2016_2023","Nauplii","Nauplii",0.0425020207597361,0.482024039335784,0.03251594124913,1.30711334585381,0.479559753222143,0.476483492611539,7,0.378161716048162,0.159
"2016_2023","Cyclopoida","Cyclopoida",0.0356655047584853,0.482024039335784,0.0249542937249123,1.42923318734843,0.300548082684498,0.33839030119054,5,0.271145467129276,0.055
"2016_2023","Polyarthra","Polyarthra",0.0343255897634384,0.482024039335784,0.0251561978457002,1.36449832259947,0.164657304917457,0.132698222647032,14,0.734334361112097,0.318
"2016_2023","Bosmina","Bosmina",0.0309730765663922,0.482024039335784,0.0536319895225225,0.577511236151051,0.019679066747699,0.146032566099132,3,0.466335784748766,0.194
"2016_2023","Ceriodaphnia","Ceriodaphnia",0.0282175852265764,0.482024039335784,0.0358599915891992,0.786882092718488,0.129814933349971,0.0398820966906774,9,0.954650105546243,0.204
"2016_2023","Conochiloides","Conochiloides",0.0251840390233744,0.482024039335784,0.0335852910427408,0.74985323162229,0,0.119404316948794,15,1,0.119
"2016_2023","Ascomorpha","Ascomorpha",0.0249391298193238,0.482024039335784,0.0313357602484801,0.795868031334373,0.116642338515136,0.0215127117645412,1,0.871983782143126,0.566
"2019_2020","Kellicottia","Kellicottia",0.0844735689019083,0.471852681271419,0.0531790148082623,1.58847562720895,0.484826258816067,0.0963314183773063,14,0.643986022865878,0.002
"2019_2020","Conochilus","Conochilus",0.0478168769716243,0.471852681271419,0.0400552118635869,1.19377416188612,0.18047117732188,0.211569510284846,20,0.51278334457395,0.673
"2019_2020","Keratella","Keratella",0.0450963801417414,0.471852681271419,0.0348160409532136,1.29527593910929,0.31227359438118,0.285169668747016,2,0.57855575173242,0.771
"2019_2020","Nauplii","Nauplii",0.0323031372755501,0.471852681271419,0.0231191810635004,1.39724401079885,0.454241643257532,0.53596889941635,6,0.375936882539908,0.786
"2019_2020","Gastropus","Gastropus",0.0322682327577201,0.471852681271419,0.0249490229370784,1.29336659151345,0.138896092010177,0.180680080997526,10,1,0.006
"2019_2020","Cyclopoida","Cyclopoida",0.0310348866713994,0.471852681271419,0.0319254826232808,0.972103915784442,0.236436355624204,0.354030304156497,5,0.280363874413244,0.174
"2019_2020","Ceriodaphnia","Ceriodaphnia",0.0308734488706385,0.471852681271419,0.0269677030739847,1.14483049542405,0.0984259413006293,0.13431501949146,24,0.969897618693571,0.093
"2019_2020","Conochiloides","Conochiloides",0.0283793304507742,0.471852681271419,0.0272959690566283,1.03968942783817,0.038519308135407,0.150833065558096,22,1,0.03
"2019_2020","Polyarthra","Polyarthra",0.0265351782886887,0.471852681271419,0.0219029683917882,1.21148776796104,0.111572163626995,0.123263035848824,19,0.704130495022538,0.841
"2019_2020","Daphnia","Daphnia",0.0256710528690517,0.471852681271419,0.0199618633018651,1.28600484237627,0.16436457132988,0.191713915630978,7,0.179025302292004,0.172
"2019_2021","Kellicottia","Kellicottia",0.0820083782078684,0.475240463955597,0.0534214518360665,1.5351207312659,0.484826258816067,0.134901666793164,20,0.665854329022838,0.001
"2019_2021","Conochilus","Conochilus",0.0498799943475937,0.475240463955597,0.042411414425203,1.17609834577817,0.18047117732188,0.23062871039071,4,0.53585813644273,0.564
"2019_2021","Keratella","Keratella",0.0475895902389221,0.475240463955597,0.0366077771011565,1.29998579557071,0.31227359438118,0.396645297248365,2,0.607552743298834,0.654
"2019_2021","Nauplii","Nauplii",0.0389980733488344,0.475240463955597,0.0269841742273766,1.44522018795999,0.454241643257532,0.48657988033373,6,0.377657157600859,0.315
"2019_2021","Bosmina","Bosmina",0.0361854332342062,0.475240463955597,0.0315379248020086,1.14736253134517,0.0695028495115182,0.183614487643338,3,0.45971682277381,0.037
"2019_2021","Cyclopoida","Cyclopoida",0.0340721782254087,0.475240463955597,0.022280932214022,1.5292079298175,0.236436355624204,0.378402064238422,5,0.277519240381401,0.035
"2019_2021","Gastropus","Gastropus",0.0277072726488228,0.475240463955597,0.0252672342039082,1.09656927328188,0.138896092010177,0.0668054590796527,23,1,0.03
