"Reservoir","DateTime","Taxon","biom","sd"
"BVR",2014-07-09,"Keratella",0,NA
"BVR",2014-07-09,"Trichocerca",0,NA
"BVR",2014-07-09,"Kellicottia",0,NA
"BVR",2014-07-09,"Polyarthra",0,NA
"BVR",2014-07-09,"Rotifera",0,NA
"BVR",2014-07-09,"Cladocera",17.4193548387097,0.205345237750153
"BVR",2014-07-09,"Copepoda",156.451612903226,NA
"BVR",2014-07-23,"Daphnia",180.645161290323,3.153696244092
"BVR",2014-07-23,"Calanoida",0,NA
"BVR",2014-07-23,"Cyclopoida",142.258064516129,NA
"BVR",2014-07-23,"Nauplii",0,NA
"BVR",2014-07-23,"Bosmina",1.61290322580645,NA
"BVR",2014-07-23,"Ceriodaphnia",0,NA
"BVR",2014-07-23,"Ascomorpha",0,NA
"BVR",2014-07-23,"Conochilus",0,NA
"BVR",2014-07-23,"Keratella",0,NA
"BVR",2014-07-23,"Trichocerca",0,NA
"BVR",2014-07-23,"Kellicottia",0,NA
"BVR",2014-07-23,"Polyarthra",0,NA
"BVR",2014-07-23,"Rotifera",0,NA
"BVR",2014-07-23,"Cladocera",182.258064516129,2.73746841686499
"BVR",2014-07-23,"Copepoda",142.258064516129,NA
"BVR",2014-08-13,"Daphnia",124.516129032258,2.3758787847868
"BVR",2014-08-13,"Calanoida",0,NA
"BVR",2014-08-13,"Cyclopoida",118.709677419355,NA
"BVR",2014-08-13,"Nauplii",0,NA
"BVR",2014-08-13,"Bosmina",2.25806451612903,NA
"BVR",2014-08-13,"Ceriodaphnia",0,NA
"BVR",2014-08-13,"Ascomorpha",0,NA
"BVR",2014-08-13,"Conochilus",0,NA
"BVR",2014-08-13,"Keratella",0,NA
"BVR",2014-08-13,"Trichocerca",0,NA
"BVR",2014-08-13,"Kellicottia",0,NA
"BVR",2014-08-13,"Polyarthra",0,NA
"BVR",2014-08-13,"Rotifera",0,NA
"BVR",2014-08-13,"Cladocera",126.774193548387,1.99389066901874
"BVR",2014-08-13,"Copepoda",118.709677419355,NA
"BVR",2014-09-04,"Daphnia",152.258064516129,0.452548339959391
"BVR",2014-09-04,"Calanoida",5.80645161290323,NA
"BVR",2014-09-04,"Cyclopoida",304.516129032258,NA
"BVR",2014-09-04,"Nauplii",0,NA
"BVR",2014-09-04,"Bosmina",0,NA
"BVR",2014-09-04,"Ceriodaphnia",0,NA
"BVR",2014-09-04,"Ascomorpha",0,NA
"BVR",2014-09-04,"Conochilus",0,NA
"BVR",2014-09-04,"Keratella",0,NA
"BVR",2014-09-04,"Trichocerca",0,NA
"BVR",2014-09-04,"Kellicottia",0,NA
"BVR",2014-09-04,"Polyarthra",0,NA
"BVR",2014-09-04,"Rotifera",0,NA
"BVR",2014-09-04,"Cladocera",152.258064516129,0.452548339959391
"BVR",2014-09-04,"Copepoda",310.322580645161,6.54780879378743
"BVR",2014-09-25,"Daphnia",55.8064516129032,NA
"BVR",2014-09-25,"Calanoida",38.0645161290323,NA
"BVR",2014-09-25,"Cyclopoida",465.161290322581,NA
"BVR",2014-09-25,"Nauplii",0,NA
"BVR",2014-09-25,"Bosmina",17.0967741935484,NA
"BVR",2014-09-25,"Ceriodaphnia",0,NA
"BVR",2014-09-25,"Ascomorpha",0,NA
"BVR",2014-09-25,"Conochilus",0,NA
"BVR",2014-09-25,"Keratella",0,NA
"BVR",2014-09-25,"Trichocerca",0,NA
"BVR",2014-09-25,"Kellicottia",0,NA
"BVR",2014-09-25,"Polyarthra",0,NA
"BVR",2014-09-25,"Rotifera",0,NA
"BVR",2014-09-25,"Cladocera",75.8064516129032,0.84884234892784
"BVR",2014-09-25,"Copepoda",503.225806451613,9.36209378290989
"BVR",2015-05-14,"Daphnia",0,NA
"BVR",2015-05-14,"Calanoida",0,NA
"BVR",2015-05-14,"Cyclopoida",61.2903225806452,NA
"BVR",2015-05-14,"Nauplii",0,NA
"BVR",2015-05-14,"Bosmina",1.29032258064516,NA
"BVR",2015-05-14,"Ceriodaphnia",0,NA
"BVR",2015-05-14,"Ascomorpha",0,NA
"BVR",2015-05-14,"Conochilus",0,NA
"BVR",2015-05-14,"Keratella",0,NA
"BVR",2015-05-14,"Trichocerca",0,NA
"BVR",2015-05-14,"Kellicottia",0,NA
"BVR",2015-05-14,"Polyarthra",0,NA
"BVR",2015-05-14,"Rotifera",0,NA
"BVR",2015-05-14,"Cladocera",1.29032258064516,NA
"BVR",2015-05-14,"Copepoda",61.2903225806452,NA
"BVR",2015-05-28,"Daphnia",1.93548387096774,NA
"BVR",2015-05-28,"Calanoida",0,NA
"BVR",2015-05-28,"Cyclopoida",187.741935483871,NA
"BVR",2015-05-28,"Nauplii",0,NA
"BVR",2015-05-28,"Bosmina",0,NA
"BVR",2015-05-28,"Ceriodaphnia",0.32258064516129,NA
"BVR",2015-05-28,"Ascomorpha",0,NA
"BVR",2015-05-28,"Conochilus",0,NA
"BVR",2015-05-28,"Keratella",0,NA
"BVR",2015-05-28,"Trichocerca",0,NA
"BVR",2015-05-28,"Kellicottia",0,NA
"BVR",2015-05-28,"Polyarthra",0,NA
"BVR",2015-05-28,"Rotifera",0,NA
"BVR",2015-05-28,"Cladocera",2.58064516129032,0.0288675134594813
"BVR",2015-05-28,"Copepoda",187.741935483871,NA
"BVR",2015-06-11,"Daphnia",48.0645161290323,NA
"BVR",2015-06-11,"Calanoida",0.32258064516129,NA
"BVR",2015-06-11,"Cyclopoida",18.0645161290323,NA
"BVR",2015-06-11,"Nauplii",0,NA
"BVR",2015-06-11,"Bosmina",0,NA
"BVR",2015-06-11,"Ceriodaphnia",1.29032258064516,NA
"BVR",2015-06-11,"Ascomorpha",0,NA
"BVR",2015-06-11,"Conochilus",0,NA
"BVR",2015-06-11,"Keratella",0,NA
"BVR",2015-06-11,"Trichocerca",0,NA
"BVR",2015-06-11,"Kellicottia",0,NA
"BVR",2015-06-11,"Polyarthra",0,NA
"BVR",2015-06-11,"Rotifera",0,NA
"BVR",2015-06-11,"Cladocera",49.3548387096774,1.02530483272049
"BVR",2015-06-11,"Copepoda",18.3870967741936,0.388908729652601
"BVR",2015-06-25,"Daphnia",13.8709677419355,NA
"BVR",2015-06-25,"Calanoida",0,NA
"BVR",2015-06-25,"Cyclopoida",42.258064516129,NA
"BVR",2015-06-25,"Nauplii",0,NA
"BVR",2015-06-25,"Bosmina",0,NA
"BVR",2015-06-25,"Ceriodaphnia",0.32258064516129,NA
"BVR",2015-06-25,"Ascomorpha",0,NA
"BVR",2015-06-25,"Conochilus",0,NA
"BVR",2015-06-25,"Keratella",0,NA
"BVR",2015-06-25,"Trichocerca",0,NA
"BVR",2015-06-25,"Kellicottia",0,NA
"BVR",2015-06-25,"Polyarthra",0,NA
"BVR",2015-06-25,"Rotifera",0,NA
"BVR",2015-06-25,"Cladocera",14.1935483870968,0.29698484809835
"BVR",2015-06-25,"Copepoda",42.258064516129,NA
"BVR",2015-07-09,"Daphnia",111.612903225806,1.45663996924429
"BVR",2015-07-09,"Calanoida",17.0967741935484,NA
"BVR",2015-07-09,"Cyclopoida",202.903225806452,NA
"BVR",2015-07-09,"Nauplii",0,NA
"BVR",2015-07-09,"Bosmina",0,NA
"BVR",2015-07-09,"Ceriodaphnia",0.967741935483871,NA
"BVR",2015-07-09,"Ascomorpha",0,NA
"BVR",2015-07-09,"Conochilus",0,NA
"BVR",2015-07-09,"Keratella",0,NA
"BVR",2015-07-09,"Trichocerca",0,NA
"BVR",2015-07-09,"Kellicottia",0,NA
"BVR",2015-07-09,"Polyarthra",0,NA
"BVR",2015-07-09,"Rotifera",0,NA
"BVR",2015-07-09,"Cladocera",112.58064516129,1.42275554236606
"BVR",2015-07-09,"Copepoda",220,4.07293505963451
"BVR",2015-07-23,"Daphnia",0,NA
"BVR",2015-07-23,"Calanoida",0.967741935483871,NA
"BVR",2015-07-23,"Cyclopoida",53.2258064516129,NA
"BVR",2015-07-23,"Nauplii",0,NA
"BVR",2015-07-23,"Bosmina",0,NA
"BVR",2015-07-23,"Ceriodaphnia",0,NA
"BVR",2015-07-23,"Ascomorpha",0,NA
"BVR",2015-07-23,"Conochilus",0,NA
"BVR",2015-07-23,"Keratella",0,NA
"BVR",2015-07-23,"Trichocerca",0,NA
"BVR",2015-07-23,"Kellicottia",0,NA
"BVR",2015-07-23,"Polyarthra",0,NA
"BVR",2015-07-23,"Rotifera",0,NA
"BVR",2015-07-23,"Cladocera",0.645161290322581,NA
"BVR",2015-07-23,"Copepoda",54.1935483870968,1.14551298552221
"BVR",2015-07-30,"Daphnia",9.03225806451613,0.0848528137423857
"BVR",2015-07-30,"Calanoida",0,NA
"BVR",2015-07-30,"Cyclopoida",20.6451612903226,NA
"BVR",2015-07-30,"Nauplii",0,NA
"BVR",2015-07-30,"Bosmina",0,NA
"BVR",2015-07-30,"Ceriodaphnia",0,NA
"BVR",2015-07-30,"Ascomorpha",0,NA
"BVR",2015-07-30,"Conochilus",0,NA
"BVR",2015-07-30,"Keratella",0,NA
"BVR",2015-07-30,"Trichocerca",0,NA
"BVR",2015-07-30,"Kellicottia",0,NA
"BVR",2015-07-30,"Polyarthra",0,NA
"BVR",2015-07-30,"Rotifera",0,NA
"BVR",2015-07-30,"Cladocera",9.03225806451613,0.0848528137423857
"BVR",2015-07-30,"Copepoda",20.6451612903226,NA
"BVR",2015-08-13,"Daphnia",6.45161290322581,NA
"BVR",2015-08-13,"Calanoida",0,NA
"BVR",2015-08-13,"Cyclopoida",21.6129032258065,NA
"BVR",2015-08-13,"Nauplii",0,NA
"BVR",2015-08-13,"Bosmina",0,NA
"BVR",2015-08-13,"Ceriodaphnia",0,NA
"BVR",2015-08-13,"Ascomorpha",0,NA
"BVR",2015-08-13,"Conochilus",0,NA
"BVR",2015-08-13,"Keratella",0,NA
"BVR",2015-08-13,"Trichocerca",0,NA
"BVR",2015-08-13,"Kellicottia",0,NA
"BVR",2015-08-13,"Polyarthra",0,NA
"BVR",2015-08-13,"Rotifera",0,NA
"BVR",2015-08-13,"Cladocera",6.7741935483871,0.134350288425444
"BVR",2015-08-13,"Copepoda",21.6129032258065,NA
"BVR",2015-09-04,"Daphnia",54.1935483870968,0.240416305603426
"BVR",2015-09-04,"Calanoida",2.25806451612903,NA
"BVR",2015-09-04,"Cyclopoida",53.5483870967742,NA
"BVR",2015-09-04,"Nauplii",0,NA
"BVR",2015-09-04,"Bosmina",0,NA
"BVR",2015-09-04,"Ceriodaphnia",0,NA
"BVR",2015-09-04,"Ascomorpha",0,NA
"BVR",2015-09-04,"Conochilus",0,NA
"BVR",2015-09-04,"Keratella",0,NA
"BVR",2015-09-04,"Trichocerca",0,NA
"BVR",2015-09-04,"Kellicottia",0,NA
"BVR",2015-09-04,"Polyarthra",0,NA
"BVR",2015-09-04,"Rotifera",0,NA
"BVR",2015-09-04,"Cladocera",55.1612903225806,0.497594212184989
"BVR",2015-09-04,"Copepoda",55.8064516129032,1.12429978208661
"BVR",2015-09-18,"Daphnia",20,0.127279220613579
"BVR",2015-09-18,"Calanoida",0.967741935483871,NA
"BVR",2015-09-18,"Cyclopoida",90.6451612903226,NA
"BVR",2015-09-18,"Nauplii",0,NA
"BVR",2015-09-18,"Bosmina",0.967741935483871,NA
"BVR",2015-09-18,"Ceriodaphnia",0,NA
"BVR",2015-09-18,"Ascomorpha",0,NA
"BVR",2015-09-18,"Conochilus",0,NA
"BVR",2015-09-18,"Keratella",0,NA
"BVR",2015-09-18,"Trichocerca",0,NA
"BVR",2015-09-18,"Kellicottia",0,NA
"BVR",2015-09-18,"Polyarthra",0,NA
"BVR",2015-09-18,"Rotifera",0,NA
"BVR",2015-09-18,"Cladocera",20.9677419354839,0.185022521151706
"BVR",2015-09-18,"Copepoda",91.6129032258064,1.9657568516986
"BVR",2015-10-02,"Daphnia",207.096774193548,NA
"BVR",2015-10-02,"Calanoida",13.2258064516129,NA
"BVR",2015-10-02,"Cyclopoida",120,NA
"BVR",2015-10-02,"Nauplii",0,NA
"BVR",2015-10-02,"Bosmina",0.645161290322581,NA
"BVR",2015-10-02,"Ceriodaphnia",0,NA
"BVR",2015-10-02,"Ascomorpha",0,NA
"BVR",2015-10-02,"Conochilus",0,NA
"BVR",2015-10-02,"Keratella",0,NA
"BVR",2015-10-02,"Trichocerca",0,NA
"BVR",2015-10-02,"Kellicottia",0,NA
"BVR",2015-10-02,"Polyarthra",0,NA
"BVR",2015-10-02,"Rotifera",0,NA
"BVR",2015-10-02,"Cladocera",207.741935483871,4.5254833995939
"BVR",2015-10-02,"Copepoda",133.225806451613,2.34052344572747
"BVR",2015-10-23,"Daphnia",173.548387096774,NA
"BVR",2015-10-23,"Calanoida",56.7741935483871,NA
"BVR",2015-10-23,"Cyclopoida",425.806451612903,NA
"BVR",2015-10-23,"Nauplii",0,NA
"BVR",2015-10-23,"Bosmina",10,NA
"BVR",2015-10-23,"Ceriodaphnia",0,NA
"BVR",2015-10-23,"Ascomorpha",0,NA
"BVR",2015-10-23,"Conochilus",0,NA
"BVR",2015-10-23,"Keratella",0,NA
"BVR",2015-10-23,"Trichocerca",0,NA
"BVR",2015-10-23,"Kellicottia",0,NA
"BVR",2015-10-23,"Polyarthra",0,NA
"BVR",2015-10-23,"Rotifera",0,NA
"BVR",2015-10-23,"Cladocera",198.387096774194,2.88483968358729
"BVR",2015-10-23,"Copepoda",482.58064516129,8.0893015767741
"BVR",2016-04-06,"Daphnia",0,NA
"BVR",2016-04-06,"Calanoida",0,NA
"BVR",2016-04-06,"Cyclopoida",1387.09677419355,14.82095813367
"BVR",2016-04-06,"Nauplii",0,NA
"BVR",2016-04-06,"Bosmina",4.51612903225806,0.0707106781186548
"BVR",2016-04-06,"Ceriodaphnia",0,NA
"BVR",2016-04-06,"Ascomorpha",0,NA
"BVR",2016-04-06,"Conochilus",0,NA
"BVR",2016-04-06,"Keratella",0,NA
"BVR",2016-04-06,"Trichocerca",0,NA
"BVR",2016-04-06,"Kellicottia",0,NA
"BVR",2016-04-06,"Polyarthra",0,NA
"BVR",2016-04-06,"Rotifera",0,NA
"BVR",2016-04-06,"Cladocera",5.16129032258065,0.0577350269189626
"BVR",2016-04-06,"Copepoda",1387.09677419355,14.82095813367
"BVR",2016-04-20,"Daphnia",28.0645161290323,NA
"BVR",2016-04-20,"Calanoida",0,NA
"BVR",2016-04-20,"Cyclopoida",405.161290322581,0.74953318805774
"BVR",2016-04-20,"Nauplii",0,NA
"BVR",2016-04-20,"Bosmina",0.967741935483871,NA
"BVR",2016-04-20,"Ceriodaphnia",0,NA
"BVR",2016-04-20,"Ascomorpha",0,NA
"BVR",2016-04-20,"Conochilus",0,NA
"BVR",2016-04-20,"Keratella",0,NA
"BVR",2016-04-20,"Trichocerca",0,NA
"BVR",2016-04-20,"Kellicottia",0,NA
"BVR",2016-04-20,"Polyarthra",0,NA
"BVR",2016-04-20,"Rotifera",0,NA
"BVR",2016-04-20,"Cladocera",52.9032258064516,0.361939221417077
"BVR",2016-04-20,"Copepoda",405.161290322581,0.74953318805774
"BVR",2016-05-04,"Daphnia",45.4838709677419,0.233345237791561
"BVR",2016-05-04,"Calanoida",0,NA
"BVR",2016-05-04,"Cyclopoida",180,2.91327993848858
"BVR",2016-05-04,"Nauplii",0,NA
"BVR",2016-05-04,"Bosmina",0,NA
"BVR",2016-05-04,"Ceriodaphnia",0,NA
"BVR",2016-05-04,"Ascomorpha",0,NA
"BVR",2016-05-04,"Conochilus",0,NA
"BVR",2016-05-04,"Keratella",0,NA
"BVR",2016-05-04,"Trichocerca",0,NA
"BVR",2016-05-04,"Kellicottia",0,NA
"BVR",2016-05-04,"Polyarthra",0,NA
"BVR",2016-05-04,"Rotifera",0,NA
"BVR",2016-05-04,"Cladocera",45.4838709677419,0.233345237791561
"BVR",2016-05-04,"Copepoda",180,2.91327993848858
"BVR",2016-05-20,"Daphnia",1.61290322580645,NA
"BVR",2016-05-20,"Calanoida",0.967741935483871,NA
"BVR",2016-05-20,"Cyclopoida",121.935483870968,2.00818325856979
"BVR",2016-05-20,"Nauplii",0,NA
"BVR",2016-05-20,"Bosmina",0,NA
"BVR",2016-05-20,"Ceriodaphnia",0,NA
"BVR",2016-05-20,"Ascomorpha",0,NA
"BVR",2016-05-20,"Conochilus",0,NA
"BVR",2016-05-20,"Keratella",0,NA
"BVR",2016-05-20,"Trichocerca",0,NA
"BVR",2016-05-20,"Kellicottia",0,NA
"BVR",2016-05-20,"Polyarthra",0,NA
"BVR",2016-05-20,"Rotifera",0,NA
"BVR",2016-05-20,"Cladocera",1.61290322580645,NA
"BVR",2016-05-20,"Copepoda",122.903225806452,1.78033704674143
"BVR",2016-06-02,"Daphnia",9.03225806451613,NA
"BVR",2016-06-02,"Calanoida",0,NA
"BVR",2016-06-02,"Cyclopoida",65.1612903225806,1.01823376490863
"BVR",2016-06-02,"Nauplii",0,NA
"BVR",2016-06-02,"Bosmina",0,NA
"BVR",2016-06-02,"Ceriodaphnia",0,NA
"BVR",2016-06-02,"Ascomorpha",0,NA
"BVR",2016-06-02,"Conochilus",0,NA
"BVR",2016-06-02,"Keratella",0,NA
"BVR",2016-06-02,"Trichocerca",0,NA
"BVR",2016-06-02,"Kellicottia",0,NA
"BVR",2016-06-02,"Polyarthra",0,NA
"BVR",2016-06-02,"Rotifera",0,NA
"BVR",2016-06-02,"Cladocera",9.03225806451613,NA
"BVR",2016-06-02,"Copepoda",65.1612903225806,1.01823376490863
"BVR",2016-06-23,"Daphnia",110.645161290323,NA
"BVR",2016-06-23,"Calanoida",8.38709677419355,NA
"BVR",2016-06-23,"Cyclopoida",356.774193548387,NA
"BVR",2016-06-23,"Nauplii",0,NA
"BVR",2016-06-23,"Bosmina",0,NA
"BVR",2016-06-23,"Ceriodaphnia",1.93548387096774,NA
"BVR",2016-06-23,"Ascomorpha",0,NA
"BVR",2016-06-23,"Conochilus",0,NA
"BVR",2016-06-23,"Keratella",0,NA
"BVR",2016-06-23,"Trichocerca",0,NA
"BVR",2016-06-23,"Kellicottia",0,NA
"BVR",2016-06-23,"Polyarthra",0,NA
"BVR",2016-06-23,"Rotifera",0,NA
"BVR",2016-06-23,"Cladocera",114.838709677419,1.94279008987933
"BVR",2016-06-23,"Copepoda",365.161290322581,7.63675323681471
"BVR",2016-07-07,"Daphnia",105.161290322581,1.13137084989848
"BVR",2016-07-07,"Calanoida",0,NA
"BVR",2016-07-07,"Cyclopoida",37.0967741935484,NA
"BVR",2016-07-07,"Nauplii",0,NA
"BVR",2016-07-07,"Bosmina",0,NA
"BVR",2016-07-07,"Ceriodaphnia",0,NA
"BVR",2016-07-07,"Ascomorpha",0,NA
"BVR",2016-07-07,"Conochilus",0,NA
"BVR",2016-07-07,"Keratella",0,NA
"BVR",2016-07-07,"Trichocerca",0,NA
"BVR",2016-07-07,"Kellicottia",0,NA
"BVR",2016-07-07,"Polyarthra",0,NA
"BVR",2016-07-07,"Rotifera",0,NA
"BVR",2016-07-07,"Cladocera",105.161290322581,1.13137084989848
"BVR",2016-07-07,"Copepoda",37.0967741935484,NA
"BVR",2016-07-21,"Daphnia",3.54838709677419,NA
"BVR",2016-07-21,"Calanoida",0.967741935483871,0.00707106781186548
"BVR",2016-07-21,"Cyclopoida",58.3870967741936,NA
"BVR",2016-07-21,"Nauplii",0,NA
"BVR",2016-07-21,"Bosmina",0,NA
"BVR",2016-07-21,"Ceriodaphnia",1.93548387096774,NA
"BVR",2016-07-21,"Ascomorpha",0,NA
"BVR",2016-07-21,"Conochilus",0,NA
"BVR",2016-07-21,"Keratella",0,NA
"BVR",2016-07-21,"Trichocerca",0,NA
"BVR",2016-07-21,"Kellicottia",0,NA
"BVR",2016-07-21,"Polyarthra",0,NA
"BVR",2016-07-21,"Rotifera",0,NA
"BVR",2016-07-21,"Cladocera",5.48387096774194,0.0353553390593274
"BVR",2016-07-21,"Copepoda",59.3548387096774,1.03635579476034
"BVR",2016-08-03,"Daphnia",0,NA
"BVR",2016-08-03,"Calanoida",1.93548387096774,NA
"BVR",2016-08-03,"Cyclopoida",489.032258064516,NA
